location,building_type,floor_count,orientation,facade_area_sqm,budget_level,max_cost_per_sqm,required_u_value,required_shgc,required_vlt,acoustic_requirement,fire_rating_requirement,aesthetic_preference,thermal_insulation_required,wind_load_level,climate_zone,avg_temp_c,avg_humidity_pct,avg_rainfall_mm,solar_exposure,material_id,material_type,material_subtype,cost_per_sqm,installation_cost_per_sqm,material_u_value,material_shgc,material_vlt_percent,fire_rating,durability_years,maintenance_freq_per_year,acoustic_rating_rw,water_absorption_pct,material_density_kgm3,recommended_climates,surface_reflectivity_pct,material_lifespan_years,total_material_cost,total_installation_cost,total_cost_estimate,thermal_gap_u_value,thermal_gap_shgc,budget_fit_flag,aesthetic_match_flag,fire_safety_match_flag,climate_match_flag,suitability_score
Patna,Residential,10,north,750,low,65,2.8,0.6,70,no,B,metal,not required,low,moderate,27,70,1400,low,M18,metal,stainless,118,18,2.9,0,0,B,50,0.3,30,0.2,8000,"moderate,cold",50,60,88500,13500,102000,0.1,0.6,0,1,1,1,71
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,50,33,2,0,0,A1,20,1.6,35,2.2,1500,coastal,26,24,50000,33000,83000,0.5,0.3,1,0,1,1,79
Raipur,Industrial,6,west,550,low,85,2.5,0.55,64,no,C,terracotta,required,avg,hot,31,67,1500,medium,M20,terracotta,panel,121,31,2.6,0,0,A2,34,1,28,3.5,2100,hot,14,42,66550,17050,83600,0.1,0.55,0,1,0,1,51
Agra,Commercial,17,south,1800,high,210,1.6,0.35,49,yes,A2,glass,not required,high,hot,27,52,650,high,M21,glass,igu,129,46,1.15,0.35,51,C,26,0.9,36,0.25,2550,"hot,moderate",24,33,232200,82800,315000,0.45,0,1,1,0,1,74
Varanasi,Residential,5,north,650,medium,95,2.3,0.5,59,no,B,stone,required,low,moderate,26,71,1050,medium,M22,stone,limestone,68,28,2.15,0,0,A2,42,0.5,26,2.8,2300,moderate,16,48,44200,18200,62400,0.15,0.5,1,1,0,1,71
Mangalore,Hospital,11,east,1200,high,230,1.4,0.26,37,yes,A1,metal,required,high,coastal,29,81,3400,high,M23,metal,acp,26,36,3,0,0,B,22,2,33,0.7,2900,coastal,36,26,31200,43200,74400,1.6,0.26,1,0,0,1,47
Jodhpur,Industrial,4,west,450,low,50,2.7,0.62,72,no,C,composite,not required,avg,hot,32,48,300,high,M24,composite,gfrc,162,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,72900,6750,79650,0.3,0.62,0,0,0,1,38
Amritsar,Commercial,19,south,1900,medium,170,1.7,0.4,47,yes,A2,louvers,required,high,cold,24,60,700,low,M25,louvers,aluminum,90,30,3.8,0,0,A1,18,3,29,0.9,2750,"cold,moderate",42,28,171000,57000,228000,2.1,0.4,1,0,0,1,45
Kanpur,Commercial,16,south,1350,medium,140,1.9,0.42,50,yes,A2,glass,required,high,hot,27,65,950,medium,M26,glass,tinted,122,35,1.4,0.32,42,C,24,1,34,0.4,2400,hot,28,32,164700,47250,211950,0.5,0.1,1,1,0,1,72
Mysore,Residential,9,north,750,low,75,2.4,0.55,62,no,B,stone,required,avg,moderate,23,62,1100,medium,M27,stone,quartz,141,29,1.85,0,0,C,38,0.6,27,1.1,2550,"hot,coastal",18,48,105750,21750,127500,0.55,0.55,0,1,0,0,35
Guwahati,Hospital,12,east,1250,high,230,1.4,0.28,38,yes,A1,metal,required,high,hot,25,82,2000,high,M28,metal,zinc,92,26,2.9,0,0,B,22,1.8,31,0.3,7100,moderate,38,35,115000,32500,147500,1.5,0.28,1,1,0,0,46
Coimbatore,Industrial,7,west,650,medium,115,2.1,0.48,55,no,C,composite,not required,avg,hot,28,68,1400,high,M29,composite,fiber,79,24,2.2,0,0,B,20,1.2,30,2.1,1650,moderate,22,25,51350,15600,66950,0.1,0.48,1,0,0,0,52
Madurai,Commercial,19,south,1850,high,210,1.6,0.35,48,yes,A2,louvers,required,high,hot,30,70,900,high,M25,louvers,aluminum,68,30,3.8,0,0,A2,18,3,29,0.9,2750,"cold,moderate",42,28,125800,55500,181300,2.2,0.35,1,0,1,0,55
Salem,Residential,6,north,550,low,65,2.7,0.6,68,no,B,terracotta,required,low,hot,29,66,750,medium,M30,terracotta,cladding,103,32,2.75,0,0,A2,36,0.9,26,3.2,1950,hot,15,44,56650,17600,74250,0.05,0.6,0,1,0,1,51
Tirupati,Hospital,14,east,1450,medium,155,1.5,0.3,42,yes,A1,glass,not required,high,hot,28,72,600,high,M1,glass,low-e,112,40,1.2,0.35,50,C,25,1,35,0.5,2500,"coastal,hot",25,30,162400,58000,220400,0.3,0.05,1,1,0,1,75
Vadodara,Industrial,5,west,450,low,70,2.3,0.52,58,no,C,metal,required,avg,hot,29,58,800,high,M3,metal,aluminum,81,35,3.5,0,0,A1,20,2,32,0.8,2700,"hot,coastal",40,25,36450,15750,52200,1.2,0.52,0,1,0,1,37
Varanasi,Commercial,17,south,1650,high,240,1.7,0.4,45,yes,A2,composite,required,high,hot,27,69,1200,medium,M4,composite,acp,43,30,1.8,0,0,A2,15,1.5,30,2,1800,moderate,30,20,70950,49500,120450,0.1,0.4,1,0,1,0,73
Rajkot,Industrial,3,west,350,medium,110,2.2,0.46,54,no,C,stone,required,avg,hot,31,55,650,high,M10,stone,sandstone,131,26,1.95,0,0,C,45,0.4,27,3,2200,"hot,cold",12,55,45850,9100,54950,0.25,0.46,0,1,1,1,71
Nashik,Commercial,11,south,1150,high,195,1.8,0.38,46,yes,A2,glass,required,high,moderate,26,64,850,medium,M17,glass,low-e,163,41,1.3,0.38,48,C,23,1.2,34,0.4,2450,hot,22,31,187450,47150,234600,0.5,0,1,1,0,0,63
Udaipur,Residential,13,north,825,medium,135,2.1,0.48,56,no,B,terracotta,not required,avg,hot,28,52,550,high,M12,terracotta,gfrc,123,29,2.7,0,0,B,32,1.2,26,2.5,2000,moderate,18,38,101475,23925,125400,0.6,0.48,1,0,1,0,66
Shimla,Hospital,18,east,1625,high,255,1.2,0.22,34,yes,A1,metal,required,high,cold,18,70,1200,low,M18,metal,stainless,114,18,2.9,0,0,A2,50,0.3,30,0.2,8000,"moderate,cold",50,60,185250,29250,214500,1.7,0.22,1,1,0,1,57
Belgaum,Industrial,8,west,725,low,85,2.5,0.55,62,no,C,composite,required,low,moderate,24,67,950,medium,M14,composite,acp,38,20,2.1,0,0,B,16,1,33,1.9,1600,moderate,25,18,27550,14500,42050,0.4,0.55,1,0,0,1,57
Hubli,Commercial,22,south,2125,high,235,1.6,0.35,49,yes,A2,louvers,not required,high,hot,27,69,1100,high,M13,metal,louvers,104,27,3.2,0,0,B,26,2.5,31,0.6,2800,"hot,moderate",32,30,221000,57375,278375,1.6,0.35,1,1,0,1,55
Jalgaon,Residential,4,north,425,low,68,2.8,0.6,70,no,B,stone,required,avg,hot,29,61,700,medium,M16,stone,marble,129,35,1.7,0,0,C,38,0.6,24,0.4,2700,hot,20,52,54825,14875,69700,1.1,0.6,0,1,0,1,37
Akola,Hospital,15,east,1525,medium,165,1.4,0.28,39,yes,A1,glass,required,high,hot,28,73,800,high,M11,glass,reflective,141,42,0.9,0.28,32,A2,24,1.5,37,0.1,2500,coastal,45,28,215025,64050,279075,0.5,0,1,1,0,0,63
Latur,Industrial,6,west,575,medium,120,2.3,0.52,59,no,C,metal,not required,low,hot,30,59,650,high,M23,metal,acp,27,36,3,0,0,B,22,2,33,0.7,2900,coastal,36,26,15525,20700,36225,0.7,0.52,1,0,0,0,44
Nanded,Commercial,20,south,1975,high,220,1.7,0.4,47,yes,A2,composite,required,high,hot,28,66,950,medium,M19,composite,hpl,44,33,2,0,0,B,20,1.6,35,2.2,1500,coastal,26,24,86900,65175,152075,0.3,0.4,1,0,0,0,51
Parbhani,Residential,7,north,625,low,72,2.6,0.58,66,no,B,terracotta,required,avg,moderate,25,68,1050,low,M20,terracotta,panel,135,31,2.6,0,0,A2,34,1,28,3.5,2100,hot,14,42,84375,19375,103750,0,0.58,0,1,0,0,42
Bid,Hospital,10,east,1125,medium,145,1.5,0.3,41,yes,A1,glass,not required,high,hot,29,71,750,high,M15,glass,dg,158,48,0.8,0.22,36,B,27,1,39,0.05,2300,"coastal,hot",38,34,177750,54000,231750,0.7,0.08,0,1,0,1,50
Satara,Industrial,9,west,875,low,78,2.4,0.54,61,no,C,stone,required,low,moderate,23,70,1200,medium,M22,stone,limestone,71,28,2.15,0,0,C,42,0.5,26,2.8,2300,moderate,16,48,62125,24500,86625,0.25,0.54,1,1,1,1,89
Sangli,Commercial,14,south,1425,high,205,1.9,0.42,51,yes,A2,metal,required,avg,hot,27,65,900,high,M8,metal,galvanized,56,22,2.5,0,0,B,30,0.8,29,1.5,7800,"moderate,hot",35,45,79800,31350,111150,0.6,0.42,1,1,0,1,66
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,200,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,205000,15375,220375,0.4,0.45,0,0,0,0,29
Bhagalpur,Residential,7,east,845,low,120,2.1,0.5,57,no,B,stone,required,avg,hot,29,70,1050,medium,M31,stone,granite,92,29,1.9,0,0,C,30,1,28,1,2600,hot,18,45,77740,24505,102245,0.2,0.5,1,1,0,1,71
Gorakhpur,Commercial,12,south,1300,medium,150,1.6,0.39,48,yes,A2,glass,required,high,moderate,26,68,980,medium,M32,glass,low-e,114,42,1.2,0.36,50,B,27,1,34,0.4,2500,coastal,23,32,148200,54600,202800,0.4,0.03,1,1,0,0,64
Meerut,Hospital,9,north,900,high,210,1.3,0.3,41,yes,A1,metal,required,high,hot,30,72,1200,high,M33,metal,aluminum,70,30,3.3,0,0,A2,22,2,31,0.8,2700,hot,25,28,63000,27000,90000,2,0.3,1,1,0,1,56
Aligarh,Industrial,4,west,500,low,100,2.7,0.55,61,no,C,composite,not required,avg,moderate,25,64,900,medium,M34,composite,hpl,65,23,2.1,0,0,C,24,1,29,0.7,2000,moderate,21,24,32500,11500,44000,0.6,0.55,1,0,1,1,75
Saharanpur,Commercial,17,south,1600,medium,170,1.8,0.4,49,yes,A2,glass,required,high,hot,28,69,1100,high,M35,glass,reflective,149,40,1,0.31,37,C,36,1,35,0.5,2600,"hot,coastal",30,35,238400,64000,302400,0.8,0.09,1,1,0,1,68
Firozabad,Residential,6,north,600,low,90,2.5,0.56,60,no,B,stone,required,avg,hot,27,68,950,medium,M36,stone,sandstone,136,22,1.8,0,0,A1,40,0.7,28,1,2200,hot,18,48,81600,13200,94800,0.7,0.56,0,1,0,1,43
Muzaffarnagar,Hospital,11,east,1150,high,230,1.3,0.29,36,yes,A1,metal,required,high,hot,29,70,1100,high,M37,metal,galvanized,58,35,3,0,0,A2,25,2,33,0.6,2800,"hot,coastal",38,32,66700,40250,106950,1.7,0.29,1,1,0,1,56
Gorakhpur,Industrial,8,west,750,low,110,2.4,0.53,58,no,C,composite,not required,avg,moderate,24,72,1050,medium,M38,composite,acp,32,28,2.5,0,0,A2,20,1,30,1.2,2000,moderate,22,28,24000,21000,45000,0.1,0.53,1,0,0,1,62
Moradabad,Commercial,13,south,1380,medium,160,1.7,0.38,45,yes,A2,glass,required,high,hot,28,73,1120,high,M39,glass,igu,143,40,1.1,0.35,45,A1,28,1,34,0.6,2500,hot,30,30,197340,55200,252540,0.6,0.03,1,1,0,1,72
Shahjahanpur,Residential,10,north,850,low,85,2.3,0.54,60,no,B,terracotta,required,avg,hot,27,65,980,medium,M40,terracotta,cladding,146,25,2.7,0,0,C,34,0.8,29,1.5,2200,hot,18,38,124100,21250,145350,0.4,0.54,0,1,0,1,47
Rampur,Industrial,5,west,550,medium,125,2.4,0.52,59,no,C,terracotta,required,low,moderate,24,71,1020,low,M38,terracotta,baguette,129,28,2.8,0,0,A1,35,1.1,27,3.2,1900,hot,15,40,70950,15400,86350,0.4,0.52,0,1,0,0,38
Bijnor,Commercial,15,south,1475,high,195,1.7,0.41,47,yes,A2,composite,required,high,hot,28,70,1150,medium,M39,composite,acp,36,32,1.9,0,0,B,18,1.5,32,2.1,1800,moderate,28,22,53100,47200,100300,0.2,0.41,1,0,0,0,52
Etah,Residential,8,north,725,low,95,2.6,0.57,63,no,B,louvers,not required,avg,hot,29,66,920,high,M40,louvers,aluminum,82,30,3.5,0,0,A1,20,2.5,29,0.9,2750,"cold,moderate",42,28,59450,21750,81200,0.9,0.57,1,0,0,0,40
Kasganj,Hospital,14,east,1325,medium,155,1.5,0.32,40,yes,A1,glass,required,high,moderate,25,69,1080,medium,M41,glass,dg,165,45,0.85,0.25,38,C,26,1.2,36,0.2,2300,"coastal,hot",40,34,218625,59625,278250,0.65,0.07,0,1,0,0,40
Sambhal,Industrial,3,west,375,low,75,2.8,0.59,65,no,C,stone,required,low,hot,30,67,850,high,M42,stone,marble,79,38,1.7,0,0,A2,42,0.5,25,0.3,2700,hot,22,52,29625,14250,43875,1.1,0.59,0,1,0,1,37
Budaun,Commercial,19,south,1825,high,225,1.9,0.43,50,yes,A2,metal,not required,high,hot,28,71,1180,high,M43,metal,stainless,110,25,2.9,0,0,C,48,0.4,30,0.2,8000,"moderate,cold",48,60,200750,45625,246375,1,0.43,1,1,0,0,51
Pilibhit,Residential,10,north,950,medium,140,2.2,0.49,55,no,B,terracotta,required,avg,moderate,24,73,1250,low,M44,terracotta,gfrc,182,30,2.6,0,0,B,33,1,26,2.8,2000,moderate,20,38,172900,28500,201400,0.4,0.49,0,0,1,1,58
Hardoi,Hospital,16,east,1575,high,240,1.4,0.27,37,yes,A1,composite,required,high,hot,27,74,1320,medium,M45,composite,fiber cement,57,28,2.2,0,0,C,22,1.8,33,1.5,1650,coastal,26,25,89775,44100,133875,0.8,0.27,1,0,0,0,46
Jalandhar,Commercial,15,south,1400,medium,145,1.7,0.38,46,yes,A2,glass,required,high,hot,28,66,1200,medium,M46,glass,low-e,163,38,1.2,0.35,48,B,27,1,35,0.4,2500,coastal,25,32,228200,53200,281400,0.5,0.03,0,1,0,0,43
Amritsar,Residential,10,north,900,low,90,2.3,0.5,58,no,B,stone,required,avg,hot,29,70,980,medium,M47,stone,granite,112,28,1.9,0,0,A2,35,0.6,30,1.1,2600,hot,18,50,100800,25200,126000,0.4,0.5,0,1,0,1,48
Ludhiana,Hospital,12,east,1150,high,220,1.4,0.28,39,yes,A1,metal,required,high,moderate,27,75,1150,high,M48,metal,aluminum,93,34,3.2,0,0,A2,22,1.8,32,0.5,2800,"hot,coastal",40,35,106950,39100,146050,1.8,0.28,1,1,0,0,46
Patiala,Industrial,5,west,600,low,95,2.5,0.56,60,no,C,composite,not required,low,hot,30,68,900,medium,M49,composite,hpl,43,22,2,0,0,B,20,1,28,1.5,2000,moderate,22,25,25800,13200,39000,0.5,0.56,1,0,0,0,46
Bathinda,Commercial,20,south,1700,high,210,1.6,0.35,47,yes,A2,glass,required,high,hot,27,70,1120,high,M50,glass,laminated,132,38,1.1,0.32,36,A2,30,1,36,0.3,2450,hot,28,30,224400,64600,289000,0.5,0.03,1,1,1,1,93
Faridkot,Residential,8,north,650,low,70,2.7,0.59,64,no,B,terracotta,required,avg,hot,28,69,990,medium,M51,terracotta,cladding,125,30,2.7,0,0,B,35,0.9,28,3,1900,hot,15,40,81250,19500,100750,0,0.59,0,1,1,1,72
Hoshiarpur,Hospital,14,east,1400,medium,180,1.5,0.27,38,yes,A1,metal,required,high,moderate,26,73,1000,high,M52,metal,galvanized,70,36,3.3,0,0,A1,23,2,32,0.4,2700,coastal,35,28,98000,50400,148400,1.8,0.27,1,1,1,0,66
Sangrur,Industrial,6,west,700,low,120,2.3,0.52,58,no,C,stone,required,low,hot,29,67,850,medium,M53,stone,sandstone,118,26,2.1,0,0,B,38,0.7,30,1.2,2300,hot,20,50,82600,18200,100800,0.2,0.52,1,1,0,1,70
Moga,Commercial,13,south,1350,high,210,1.7,0.39,47,yes,A2,glass,required,high,hot,28,71,1200,high,M54,glass,low-e,95,39,1.2,0.34,47,C,25,1,37,0.3,2600,"hot,coastal",30,30,128250,52650,180900,0.5,0.05,1,1,0,1,73
Jhansi,Commercial,14,south,1325,medium,160,1.9,0.41,49,yes,A2,glass,required,high,hot,28,65,850,high,M70,glass,low-e,128,40,1.25,0.38,47,C,25,1.2,36,0.45,2480,"hot,coastal",26,34,169600,53000,222600,0.65,0.03,1,1,0,1,71
Gwalior,Residential,8,north,725,low,85,2.5,0.55,60,no,B,stone,required,avg,hot,29,62,750,medium,M71,stone,marble,142,30,1.85,0,0,C,38,0.6,29,0.8,2650,hot,22,48,102950,21750,124700,0.65,0.55,0,1,0,1,44
Sagar,Hospital,11,east,1175,high,230,1.4,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,medium,M72,metal,aluminum,72,35,3.1,0,0,A1,23,1.9,33,0.6,2750,"hot,coastal",42,32,84600,41125,125725,1.7,0.28,1,1,1,0,66
Damoh,Industrial,6,west,650,low,105,2.6,0.57,62,no,C,composite,not required,avg,hot,27,68,950,high,M73,composite,acp,36,26,2.2,0,0,C,21,1.3,31,1.8,1850,moderate,28,26,23400,16900,40300,0.4,0.57,1,0,1,0,67
Chhatarpur,Commercial,17,south,1585,medium,175,1.7,0.39,47,yes,A2,louvers,required,high,hot,29,66,800,high,M74,louvers,zinc,73,29,3.5,0,0,A2,22,2.4,30,0.7,2900,"hot,moderate",40,30,115705,45965,161670,1.8,0.39,1,0,1,1,65
Tikamgarh,Residential,9,north,850,low,92,2.4,0.54,59,no,B,terracotta,required,low,moderate,25,71,1100,medium,M75,terracotta,cladding,150,32,2.8,0,0,A2,37,0.9,28,2.9,1950,hot,18,44,127500,27200,154700,0.4,0.54,0,1,0,0,37
Panna,Hospital,15,east,1450,high,245,1.3,0.26,37,yes,A1,glass,required,high,hot,28,69,950,high,M76,glass,reflective,133,44,0.9,0.27,35,A2,27,1.4,37,0.2,2520,"coastal,hot",45,36,192850,63800,256650,0.4,0.01,1,1,0,1,75
Satna,Industrial,4,west,475,medium,135,2.7,0.58,63,no,C,stone,required,avg,hot,30,67,1050,medium,M77,stone,limestone,141,28,2.1,0,0,C,40,0.5,27,2.2,2350,moderate,24,52,66975,13300,80275,0.6,0.58,0,1,1,0,54
Rewa,Commercial,19,south,1725,high,220,1.8,0.4,48,yes,A2,metal,not required,high,hot,28,70,900,high,M78,metal,stainless,99,27,2.95,0,0,B,46,0.4,32,0.3,7950,"hot,cold",48,58,170775,46575,217350,1.15,0.4,1,1,0,1,59
Sidhi,Residential,7,north,675,low,78,2.8,0.59,64,no,B,composite,required,avg,moderate,26,72,1250,low,M79,composite,hpl,59,24,2.05,0,0,B,19,1.5,34,1.7,1550,moderate,25,24,39825,16200,56025,0.75,0.59,1,0,1,1,72
Singrauli,Hospital,12,east,1225,medium,165,1.5,0.3,41,yes,A1,glass,required,high,hot,27,74,1150,medium,M80,glass,dg,120,46,0.88,0.25,40,B,28,1.1,38,0.15,2380,coastal,43,37,147000,56350,203350,0.62,0.05,1,1,0,0,61
Katni,Industrial,5,west,550,low,110,2.9,0.6,66,no,C,terracotta,required,low,hot,29,69,1000,high,M81,terracotta,panel,89,36,2.85,0,0,B,35,1,29,3.2,2120,hot,17,45,48950,19800,68750,0.05,0.6,1,1,0,1,71
Jabalpur,Commercial,18,south,1650,high,235,1.6,0.35,46,yes,A2,louvers,required,high,moderate,25,73,1350,medium,M82,louvers,aluminum,97,33,3.7,0,0,A1,21,2.7,31,0.9,2780,moderate,44,31,160050,54450,214500,2.1,0.35,1,0,0,1,45
Warangal,Commercial,15,south,1400,medium,150,1.7,0.38,48,yes,A2,glass,required,high,hot,29,71,1100,high,M83,glass,low-e,115,40,1.2,0.33,50,B,25,1,35,0.4,2500,"hot,coastal",25,30,161000,56000,217000,0.5,0.05,1,1,0,1,73
Nellore,Residential,10,north,900,low,85,2.3,0.52,60,no,B,stone,required,avg,hot,30,68,900,medium,M84,stone,granite,147,28,2,0,0,B,40,0.7,30,1,2600,hot,18,50,132300,25200,157500,0.3,0.52,0,1,1,1,69
Kurnool,Hospital,12,east,1150,high,225,1.4,0.26,38,yes,A1,metal,required,high,hot,28,73,1150,high,M85,metal,aluminum,117,30,3.4,0,0,A1,22,2,30,0.5,2700,"hot,coastal",40,25,134550,34500,169050,2,0.26,1,1,1,1,77
Kadapa,Industrial,5,west,600,low,100,2.5,0.55,62,no,C,composite,not required,avg,hot,27,65,750,medium,M86,composite,hpl,69,26,2.2,0,0,C,20,1,28,1.7,2000,moderate,22,20,41400,15600,57000,0.3,0.55,1,0,1,0,69
Vijayawada,Residential,7,north,650,low,70,2.7,0.58,65,no,B,stone,required,avg,hot,30,66,900,medium,M88,stone,sandstone,60,26,1.9,0,0,A1,35,0.6,26,0.4,2300,hot,20,40,39000,16900,55900,0.8,0.58,1,1,0,1,62
Tirupati,Hospital,14,east,1425,medium,165,1.5,0.29,39,yes,A1,metal,required,high,hot,28,71,1050,high,M89,metal,galvanized,91,31,3.3,0,0,A2,24,1.7,32,0.6,2700,"hot,coastal",38,32,129675,44175,173850,1.8,0.29,1,1,0,1,56
Kakinada,Industrial,6,west,675,low,120,2.4,0.54,60,no,C,composite,not required,avg,moderate,26,69,980,medium,M90,composite,acp,35,28,2.3,0,0,B,18,1.1,30,1.5,1650,moderate,22,22,23625,18900,42525,0.1,0.54,1,0,0,1,61
Kurnool,Commercial,13,south,1325,high,195,1.7,0.39,47,yes,A2,glass,required,high,hot,29,72,1150,high,M91,glass,igu,97,38,1.1,0.35,50,A2,26,1.2,35,0.4,2450,hot,28,30,128525,50350,178875,0.6,0.04,1,1,1,1,91
Rourkela,Commercial,16,south,1450,medium,155,1.8,0.39,47,yes,A2,glass,required,high,hot,27,75,1400,medium,M92,glass,low-e,109,42,1.15,0.36,49,A1,26,1.1,34,0.4,2520,"hot,coastal",27,33,158050,60900,218950,0.65,0.03,1,1,0,1,71
Tumkur,Residential,9,north,850,low,82,2.4,0.54,61,no,B,stone,required,avg,moderate,24,68,950,medium,M93,stone,quartz,124,25,2.05,0,0,A1,39,0.6,28,1.1,2580,moderate,20,52,105400,21250,126650,0.35,0.54,0,1,0,1,48
Shimoga,Hospital,13,east,1350,high,240,1.4,0.27,38,yes,A1,metal,required,high,moderate,25,76,2200,high,M94,metal,aluminum,89,32,3.2,0,0,C,24,1.8,33,0.5,2720,coastal,42,35,120150,43200,163350,1.8,0.27,1,1,0,0,46
Bijapur,Industrial,7,west,725,medium,135,2.3,0.52,59,no,C,composite,not required,avg,hot,28,62,650,high,M95,composite,fiber,65,24,2.25,0,0,B,22,1.2,30,1.9,1680,hot,24,28,47125,17400,64525,0.05,0.52,1,0,0,1,62
Hospet,Commercial,18,south,1625,high,215,1.7,0.4,48,yes,A2,glass,required,high,hot,29,64,800,high,M96,glass,reflective,102,45,1,0.34,42,B,27,1.3,36,0.3,2480,"hot,coastal",45,36,165750,73125,238875,0.7,0.06,1,1,0,1,70
Bellary,Residential,6,north,575,low,75,2.6,0.57,63,no,B,terracotta,required,low,hot,28,60,700,medium,M97,terracotta,cladding,100,33,2.9,0,0,C,36,0.9,29,3,1980,hot,16,44,57500,18975,76475,0.3,0.57,0,1,0,1,48
Davangere,Hospital,11,east,1225,medium,160,1.5,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,medium,M98,metal,galvanized,60,30,3.1,0,0,C,23,2,32,0.7,2650,moderate,38,32,73500,36750,110250,1.6,0.28,1,1,0,1,56
Mandya,Industrial,4,west,450,low,95,2.8,0.59,65,no,C,stone,required,avg,moderate,25,72,950,low,M99,stone,limestone,70,28,2.2,0,0,A1,41,0.5,27,2.3,2320,moderate,22,50,31500,12600,44100,0.6,0.59,1,1,0,1,64
Hassan,Commercial,15,south,1425,high,205,1.9,0.42,50,yes,A2,composite,required,high,moderate,24,74,1200,medium,M100,composite,hpl,63,34,2,0,0,B,20,1.5,33,2.1,1620,moderate,28,25,89775,48450,138225,0.1,0.42,1,0,0,1,63
Chikmagalur,Residential,10,north,975,medium,145,2.2,0.5,56,no,B,louvers,not required,avg,moderate,23,76,1850,low,M101,louvers,aluminum,112,29,3.6,0,0,C,19,2.6,30,0.8,2780,"cold,moderate",44,30,109200,28275,137475,1.4,0.5,1,0,0,1,45
Varanasi,Commercial,16,south,1400,medium,160,1.7,0.4,50,yes,A2,glass,required,high,hot,28,70,1100,high,M132,glass,low-e,103,40,1.3,0.35,48,A2,25,1,35,0.5,2500,"hot,coastal",25,30,144200,56000,200200,0.4,0.05,1,1,1,1,94
Patna,Residential,9,north,850,low,90,2.4,0.55,62,no,B,stone,required,avg,hot,29,65,900,medium,M133,stone,granite,146,28,1.9,0,0,A2,35,0.6,29,1.1,2600,hot,18,48,124100,23800,147900,0.5,0.55,0,1,0,1,46
Ranchi,Hospital,12,east,1150,high,230,1.5,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,high,M134,metal,galvanized,66,35,3.2,0,0,C,23,2,33,0.7,2700,"hot,coastal",38,32,75900,40250,116150,1.7,0.28,1,1,0,0,46
Gaya,Industrial,6,west,600,low,110,2.6,0.58,64,no,C,composite,not required,avg,hot,27,60,750,medium,M135,composite,hpl,44,25,2.1,0,0,C,20,1.2,31,1.8,1800,moderate,25,22,26400,15000,41400,0.5,0.58,1,0,1,0,66
Bokaro,Commercial,18,south,1650,high,215,1.6,0.36,48,yes,A2,glass,required,high,hot,29,70,1200,high,M136,glass,laminated,179,40,1,0.33,37,B,28,1,36,0.4,2450,hot,30,30,295350,66000,361350,0.6,0.03,1,1,0,1,72
Dhanbad,Residential,7,north,650,low,85,2.7,0.6,66,no,B,terracotta,required,avg,moderate,25,68,1000,medium,M137,terracotta,cladding,130,32,2.8,0,0,A2,35,0.9,29,2.9,1950,hot,15,44,84500,20800,105300,0.1,0.6,0,1,0,0,41
Asansol,Hospital,14,east,1400,medium,170,1.4,0.27,37,yes,A1,metal,required,high,moderate,26,71,1100,high,M138,metal,aluminum,120,29,3,0,0,A2,22,1.5,32,0.5,2600,coastal,35,29,168000,40600,208600,1.6,0.27,1,1,0,0,46
Malda,Industrial,5,west,475,low,105,2.5,0.56,60,no,C,stone,required,avg,hot,28,72,900,medium,M139,stone,granite,99,25,2,0,0,A2,40,0.6,28,1.9,2200,hot,20,50,47025,11875,58900,0.5,0.56,1,1,0,1,66
Siliguri,Commercial,20,south,1725,high,225,1.7,0.39,49,yes,A2,glass,not required,high,hot,29,69,1350,high,M140,glass,low-e,128,38,1.1,0.31,45,C,27,1,35,0.3,2600,"hot,coastal",27,31,220800,65550,286350,0.6,0.08,1,1,0,1,71
Ambala,Commercial,12,south,1300,medium,152,1.8,0.38,46,yes,A2,glass,required,high,moderate,25,67,950,medium,M141,glass,tinted,162,38,1.25,0.35,48,A2,26,1.2,35,0.4,2450,"hot,moderate",26,32,210600,49400,260000,0.55,0.03,0,1,1,1,72
Chitradurga,Residential,8,north,750,low,88,2.5,0.54,61,no,B,stone,required,avg,hot,27,64,800,high,M142,stone,quartzite,132,27,1.95,0,0,C,37,0.7,29,1.2,2620,hot,19,50,99000,20250,119250,0.55,0.54,0,1,0,1,45
Veraval,Hospital,14,east,1380,high,235,1.4,0.27,38,yes,A1,metal,required,high,hot,29,72,1050,high,M143,metal,zinc,80,30,3.1,0,0,A2,24,1.8,33,0.5,7150,"coastal,hot",41,38,110400,41400,151800,1.7,0.27,1,1,0,1,56
Akola,Industrial,5,west,580,low,98,2.6,0.57,63,no,C,composite,not required,avg,hot,28,65,850,medium,M144,composite,fiber cement,84,24,2.3,0,0,A2,21,1.3,30,1.6,1700,moderate,23,27,48720,13920,62640,0.3,0.57,1,0,0,0,48
